Isolate_Id	Isolate_Name	Subtype	Host	Country	Region	Collection_Date	Segments_in_metadata	n_segs_sequenced	Missing_metadata_segs	Missing_sequence_segs	Short_sequence_segs
EPI_ISL_20231982	A/duck/Madagascar/74197/2025	A / H6N2	Duck	Madagascar	Vakinankaratra	2025-06-25	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_20231981	A/duck/Madagascar/73990/2025	A / H9N2	Duck	Madagascar	Analamanga	2025-06-17	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_19907452	B/Madagascar/00827/2025	B	Human	Madagascar	Analamanga	2025-03-19	4	4	PB1;NP;NA;MP	PB1;NP;NA;MP	
EPI_ISL_19726534	B/Madagascar/2913/2024	B	Human	Madagascar		2024-09-25	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_19817103	B/Madagascar/02934/2024	B	Human	Madagascar		2024-09-23	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_19817097	B/Madagascar/03151/2024	B	Human	Madagascar		2024-10-16	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_19687174	B/Madagascar/03087/2024	B	Human	Madagascar		2024-10-11	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_19687172	B/Madagascar/02705/2024	B	Human	Madagascar		2024-09-03	4	4	PB2;PA;NA;MP	PB2;PA;NA;MP	
EPI_ISL_19687150	B/Madagascar/03367/2024	B	Human	Madagascar		2024-11-05	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_19687110	B/Madagascar/03422/2024	B	Human	Madagascar		2024-11-06	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_20255006	B/Madagascar/03519/2025	B	Human	Madagascar	Vakinankaratra	2025-10-06	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_20254981	B/Madagascar/02219/2025	B	Human	Madagascar	Atsimo-Andrefana	2025-06-02	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_20090076	B/Madagascar/74050/2025	B	Human	Madagascar	Analamanga	2025-06-24	4	4	PB2;PB1;PA;NP	PB2;PB1;PA;NP	
EPI_ISL_18304062	B/Madagascar/1092/2023	B	Human	Madagascar		2023-04-11	4	4	PB2;PB1;NP;NS	PB2;PB1;NP;NS	
EPI_ISL_19854875	B/Madagascar/00891/2025	B	Human	Madagascar	Analamanga	2025-03-20	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_18167585	B/Fianarantsoa/01942/2023	B	Human	Madagascar		2023-07-03	4	4	PB2;PA;NA;MP	PB2;PA;NA;MP	
EPI_ISL_19790206	B/Madagascar/9483/2024	B	Human	Madagascar		2024-10-04	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_14727226	B/Madagascar/3977/2022	B	Human	Madagascar		2022-05-12	4	4	PB2;PB1;PA;MP	PB2;PB1;PA;MP	
EPI_ISL_9140556	B/Toamasina/12479/2021	B	Human	Madagascar		2021-11-18	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_9140549	B/Antsirabe/11473/2021	B	Human	Madagascar		2021-09-06	4	4	PB2;PB1;PA;NA	PB2;PB1;PA;NA	
EPI_ISL_14653500	A/Antananarivo/50367/2022	A / H3N2	Human	Madagascar		2022-06-10	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_145487	A/Maevatanana/974/2013	A / H3N2	Human	Madagascar		2013-03-11	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_145424	A/Madagascar/02064/2013	A / H1N1	Human	Madagascar		2013-05-24	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_145421	A/Madagascar/01938/2013	A / H1N1	Human	Madagascar		2013-05-17	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_145419	A/Madagascar/01774/2013	A / H1N1	Human	Madagascar		2013-05-03	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_145418	A/Madagascar/01708/2013	A / H1N1	Human	Madagascar		2013-04-29	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_145416	A/Madagascar/01123/2013	A / H1N1	Human	Madagascar		2013-03-25	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_19382050	A/Moramanga/01870/2024	A / H1N1	Human	Madagascar		2024-06-13	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_86070	A/Madagascar/7849/2010	A / H3N2	Human	Madagascar		2010-12-27	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86069	A/Madagascar/7749/2010	A / H3N2	Human	Madagascar		2010-12-10	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86068	A/Madagascar/7482/2010	A / H3N2	Human	Madagascar		2010-11-25	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86067	A/Madagascar/7480/2010	A / H3N2	Human	Madagascar		2010-11-25	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86066	A/Madagascar/7477/2010	A / H3N2	Human	Madagascar		2010-11-24	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86065	A/Madagascar/7210/2010	A / H3N2	Human	Madagascar		2010-11-19	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86064	A/Madagascar/7209/2010	A / H3N2	Human	Madagascar		2010-11-18	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86063	A/Madagascar/7184/2010	A / H3N2	Human	Madagascar		2010-11-16	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86062	A/Madagascar/7142/2010	A / H3N2	Human	Madagascar		2010-11-05	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86061	A/Madagascar/6613/2010	A / H3N2	Human	Madagascar		2010-10-05	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86060	A/Madagascar/6459/2010	A / H3N2	Human	Madagascar		2010-09-20	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86059	A/Madagascar/6157/2010	A / H3N2	Human	Madagascar		2010-08-25	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_86058	A/Madagascar/5908/2010	A / H3N2	Human	Madagascar		2010-08-12	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_85959	A/Madagascar/7519/2010	A / H1N1	Human	Madagascar		2010-11-30	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_85958	A/Madagascar/7473/2010	A / H1N1	Human	Madagascar		2010-11-23	3	3	PB2;PB1;PA;NP;NS	PB2;PB1;PA;NP;NS	
EPI_ISL_20142015	A/Madagascar/02793/2025	A / H3	Human	Madagascar	Vakinankaratra	2025-07-23	3	3	PB1;PA;NA;MP;NS	PB1;PA;NA;MP;NS	
EPI_ISL_9140478	A/Mahajanga/13666/2021	A / H3N2	Human	Madagascar		2021-12-15	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_20379673	A/Madagascar/03792/2025	A / H1N1	Human	Madagascar		2025-10-21	3	3	PB2;PB1;PA;NP;MP	PB2;PB1;PA;NP;MP	
EPI_ISL_19704268	A/duck/Madagascar/82254/2024	A / H11N2	Duck	Madagascar	Boeny	2024-12-23	3	3	PB2;PB1;PA;NP;MP	PB2;PB1;PA;NP;MP	
EPI_ISL_20231986	A/duck/Madagascar/75992/2025	A / H9	Duck	Madagascar	Vakinankaratra	2025-09-17	3	3	PB2;PB1;PA;NA;MP	PB2;PB1;PA;NA;MP	
EPI_ISL_20144970	B/Madagascar/02033/2025	B	Human	Madagascar		2025-05-19	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_19817105	B/Madagascar/02825/2024	B	Human	Madagascar		2024-09-13	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_1034778	B/Nosy Be/00225/2020	B	Human	Madagascar		2020-01-13	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_20090075	B/Madagascar/03878/2024	B	Human	Madagascar	Analamanga	2025-06-20	3	3	PB2;PB1;PA;NA;MP	PB2;PB1;PA;NA;MP	
EPI_ISL_19354751	B/Madagascar/1228/2024	B	Human	Madagascar		2024-04-08	3	3	PB2;PB1;PA;NP;MP	PB2;PB1;PA;NP;MP	
EPI_ISL_14653410	B/Mahajanga/04083/2022	B	Human	Madagascar		2022-05-20	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_14653407	B/Mahajanga/04032/2022	B	Human	Madagascar		2022-05-13	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_14653405	B/Antananarivo/04031/2022	B	Human	Madagascar		2022-05-18	3	3	PB2;PB1;NP;NA;MP	PB2;PB1;NP;NA;MP	
EPI_ISL_9140563	B/Antananarivo/13469/2021	B	Human	Madagascar		2021-12-15	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_9140561	B/Toliary/13351/2021	B	Human	Madagascar		2021-12-07	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_9140560	B/Antsohihy/12903/2021	B	Human	Madagascar		2021-11-26	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_9140558	B/Toamasina/12618/2021	B	Human	Madagascar		2021-11-23	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_9140557	B/Mahajanga/12522/2021	B	Human	Madagascar		2021-11-19	3	3	PB2;PB1;PA;NP;NA	PB2;PB1;PA;NP;NA	
EPI_ISL_393971	A/Antsirabe/3036/2019	A / H3N2	Human	Madagascar		2019-05-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_393970	A/Antsirabe/2643/2019	A / H3N2	Human	Madagascar		2019-04-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231806	A/Manjakaray/1043/2016	A / H3N2	Human	Madagascar		2016-03-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231803	A/Antsirabe/2267/2016	A / H3N2	Human	Madagascar		2016-05-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231802	A/Antsirabe/2173/2016	A / H3N2	Human	Madagascar		2016-05-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231801	A/Antsirabe/2093/2016	A / H3N2	Human	Madagascar		2016-05-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231800	A/Antsirabe/2047/2016	A / H3N2	Human	Madagascar		2016-05-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231799	A/Antananarivo/2157/2016	A / H3N2	Human	Madagascar		2016-05-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231798	A/Antananarivo/2156/2016	A / H3N2	Human	Madagascar		2016-05-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99935	A/Madagascar/3520/2011	A / H1N1	Human	Madagascar		2011-06-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99934	A/Madagascar/9252/2011	A / H1N1	Human	Madagascar		2011-08-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99933	A/Madagascar/8753/2011	A / H1N1	Human	Madagascar		2011-08-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99882	A/Madagascar/1147/2011	A / H3N2	Human	Madagascar		2011-03-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99881	A/Madagascar/3299/2011	A / H3N2	Human	Madagascar		2011-06-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99880	A/Madagascar/2269/2011	A / H3N2	Human	Madagascar		2011-04-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_67443	A/Madagascar/4922/2009	A / H3N2	Human	Madagascar		2009-07-08	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_67442	A/Madagascar/4695/2009	A / H3N2	Human	Madagascar		2009-07-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_67441	A/Madagascar/5847/2009	A / H3N2	Human	Madagascar		2009-08-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_67440	A/Madagascar/5642/2009	A / H3N2	Human	Madagascar		2009-07-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_67439	A/Madagascar/6949/2009	A / H3N2	Human	Madagascar		2009-08-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_67438	A/Madagascar/5007/2009	A / H3N2	Human	Madagascar		2009-07-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_67437	A/Madagascar/6071/2009	A / H3N2	Human	Madagascar		2009-06-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_231822	A/Tsaralalana/2054/2016	A / H3N2	Human	Madagascar		2016-05-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_68859	A/Madagascar/6081/2009	A / H1N1	Human	Madagascar		2009-08-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_68858	A/Madagascar/6054/2009	A / H1N1	Human	Madagascar		2009-08-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_68459	A/Madagascar/9567/2009	A / H1N1	Human	Madagascar	Madagasacar	2009-11-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_68458	A/Madagascar/9551/2009	A / H1N1	Human	Madagascar	Madagasacar	2009-11-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70349	A/Madagascar/10201/2009	A / H1N1	Human	Madagascar		2009-12-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_300492	A/Toamasina/5669/2017	A / H1N1	Human	Madagascar		2017-12-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_300491	A/Toamasina/5668/2017	A / H1N1	Human	Madagascar		2017-12-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_300490	A/Toamasina/5614/2017	A / H1N1	Human	Madagascar		2017-12-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_300489	A/Toamasina/5610/2017	A / H1N1	Human	Madagascar		2017-12-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_300488	A/Toamasina/4607/2017	A / H1N1	Human	Madagascar		2017-10-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_300481	A/Moramanga/5488/2017	A / H1N1	Human	Madagascar		2017-12-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_300480	A/Moramanga/5222/2017	A / H1N1	Human	Madagascar		2017-11-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_300463	A/Antananarivo/5557/2017	A / H1N1	Human	Madagascar		2017-12-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_14653446	A/Antananarivo/03605/2022	A / H3N2	Human	Madagascar		2022-04-15	2	2	PB2;PB1;PA;NP;NA;MP	PB2;PB1;PA;NP;NA;MP	
EPI_ISL_301303	A/Antsirabe/5673/2017	A / H1N1	Human	Madagascar		2017-12-28	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_301302	A/Antananarivo/5665/2017	A / H1N1	Human	Madagascar		2017-12-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_171756	A/Madagascar/3069/2014	A / H3N2	Human	Madagascar		2014-10-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_171755	A/Madagascar/2739/2014	A / H3N2	Human	Madagascar		2014-09-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_171754	A/Madagascar/2735/2014	A / H3N2	Human	Madagascar		2014-09-29	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_171753	A/Madagascar/2714/2014	A / H3N2	Human	Madagascar		2014-09-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_171752	A/Madagascar/2676/2014	A / H3N2	Human	Madagascar		2014-09-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_140317	A/Antananarivo/4906/2012	A / H3N2	Human	Madagascar		2012-10-09	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_272687	A/Antananarivo/1067/2016	A / H3N2	Human	Madagascar	Faritanin' Antananarivo	2016-04-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_207882	A/Antsirabe/5056/2015	A / H1N1	Human	Madagascar		2015-12-08	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_207221	A/Maevatanana/4197/2015	A / H1N1	Human	Madagascar		2015-09-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_207220	A/Maevatanana/4191/2015	A / H1N1	Human	Madagascar		2015-09-29	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_207219	A/Maevatanana/4189/2015	A / H1N1	Human	Madagascar		2015-09-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_207203	A/Antsirabe/4186/2015	A / H1N1	Human	Madagascar		2015-09-29	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_175039	A/Madagascar/2395/2014	A / H3N2	Human	Madagascar		2014-08-25	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_141688	A/Mahajanga/3628/2012	A / H3N2	Human	Madagascar		2012-06-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_141687	A/Tsiroanomandidy/3540/2012	A / H3N2	Human	Madagascar		2012-06-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_141677	A/Moramanga/3423/2012	A / H3N2	Human	Madagascar		2012-05-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_141662	A/Antananarivo/3669/2012	A / H3N2	Human	Madagascar		2012-06-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_141661	A/Antananarivo/3635/2012	A / H3N2	Human	Madagascar		2012-06-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_274488	A/Antsirabe/2961/2017	A / H3N2	Human	Madagascar		2017-06-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_274487	A/Analavory/2821/2017	A / H3N2	Human	Madagascar		2017-06-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79227	A/Madagascar/95/2010	A / H1N1	Human	Madagascar	Human	2010-01-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79226	A/Madagascar/555/2010	A / H1N1	Human	Madagascar	Human	2010-02-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79225	A/Madagascar/290/2010	A / H1N1	Human	Madagascar	Human	2010-02-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79222	A/Madagascar/0001/2010	A / H1N1	Human	Madagascar	Human	2009-12-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_341825	A/Antsirabe/4399/2018	A / H1N1	Human	Madagascar		2018-09-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_341824	A/Antsirabe/3941/2018	A / H1N1	Human	Madagascar		2018-09-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_341823	A/Antananarivo/3877/2018	A / H1N1	Human	Madagascar		2018-09-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276890	A/NosyBe/2866/2017	A / H3N2	Human	Madagascar		2017-06-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276301	A/Toamasina/2757/2017	A / H3N2	Human	Madagascar		2017-06-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276300	A/Toamasina/2190/2017	A / H3N2	Human	Madagascar		2017-05-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276290	A/NosyBe/2610/2017	A / H3N2	Human	Madagascar		2017-05-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276285	A/Moramanga/1907/2017	A / H3N2	Human	Madagascar		2017-04-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276268	A/Fianarantsoa/2442/2017	A / H3N2	Human	Madagascar		2017-05-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276262	A/Antsirabe/2096/2017	A / H3N2	Human	Madagascar		2017-05-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276261	A/Antsirabe/1076/2017	A / H3N2	Human	Madagascar		2017-03-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276260	A/Antananarivo/2398/2017	A / H3N2	Human	Madagascar		2017-05-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276259	A/Antananarivo/2396/2017	A / H3N2	Human	Madagascar		2017-05-15	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276258	A/Antananarivo/2103/2017	A / H3N2	Human	Madagascar		2017-05-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276257	A/Antananarivo/1621/2017	A / H3N2	Human	Madagascar		2017-04-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276256	A/Antananarivo/1563/2017	A / H3N2	Human	Madagascar		2017-04-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_210397	A/Antananarivo/4551/2015	A / H1N1	Human	Madagascar		2015-10-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145531	A/NosyBe/429/2013	A / H3N2	Human	Madagascar		2013-02-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145527	A/Maevatanana/563/2013	A / H3N2	Human	Madagascar		2013-02-25	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145425	A/Mahajanga/1171/2013	A / H1N1	Human	Madagascar		2013-03-25	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145423	A/Madagascar/02007/2013	A / H1N1	Human	Madagascar		2013-05-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145422	A/Madagascar/02001/2013	A / H1N1	Human	Madagascar		2013-05-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145420	A/Madagascar/01909/2013	A / H1N1	Human	Madagascar		2013-05-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145417	A/Madagascar/01430/2013	A / H1N1	Human	Madagascar		2013-04-15	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79619	A/Madagascar/153/2010	A / H3N2	Human	Madagascar		2010-01-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_179364	A/Madagascar/897/2014	A / H3N2	Human	Madagascar		2014-03-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_179363	A/Madagascar/493/2014	A / H3N2	Human	Madagascar		2014-02-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_179362	A/Madagascar/269/2014	A / H3N2	Human	Madagascar		2014-01-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_179361	A/Madagascar/2636/2014	A / H3N2	Human	Madagascar		2014-09-15	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
